evaluation_type,expected_id,query,expected_nasa_yuwe,top_id,top_record_type,top_category,exact_top1,category_top1,coherence_ok
lexical_translation,LEXR-03891,Como se dice puente de guadua en nasa yuwe?,mum wej,LEXR-03891,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03901,Como se dice el hombro en nasa yuwe?,cmbamb,LEXR-03901,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03911,"Como se dice defecar, cagar (animales) en nasa yuwe?","ũch-, ũchi-",LEXR-03911,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03921,"Como se dice esperarse, ponerse espeso en nasa yuwe?",wata-,LEXR-03921,lexico,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00009,Quiero practicar un dialogo para aprender alimentos,Estudiante: ?C?mo se dice Choclo en Nasa Yuwe? AVI: Se dice Çuth.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00019,Quiero practicar un dialogo para aprender alimentos,Estudiante: ?C?mo se dice Sopa en Nasa Yuwe? AVI: Se dice Khasx.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00029,Quiero practicar un dialogo para aprender ambientales,Estudiante: ?C?mo se dice Arrayan en Nasa Yuwe? AVI: Se dice Çhï'te.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00039,Quiero practicar un dialogo para aprender ambientales,Estudiante: ?C?mo se dice Metal o hierro en Nasa Yuwe? AVI: Se dice Çaam.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00049,Quiero practicar un dialogo para aprender animales,Estudiante: ?C?mo se dice cerdo en Nasa Yuwe? AVI: Se dice cuchi.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00059,Quiero practicar un dialogo para aprender animales,Estudiante: ?C?mo se dice pecari en Nasa Yuwe? AVI: Se dice quiwe cuchi.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00069,Quiero practicar un dialogo para aprender animales,Estudiante: ?C?mo se dice Rana en Nasa Yuwe? AVI: Se dice Çuz.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00079,Quiero practicar un dialogo para aprender astros,Estudiante: ?C?mo se dice Sol en Nasa Yuwe? AVI: Se dice Sek.,DLG-00074,dialogo,astros,True,True,True
pedagogical_dialogue,DLG-00089,Quiero practicar un dialogo para aprender colores,Estudiante: ?C?mo se dice Rojo en Nasa Yuwe? AVI: Se dice Beh.,DLG-00084,dialogo,colores,True,True,True
pedagogical_dialogue,DLG-00099,Quiero practicar un dialogo para aprender colores,Estudiante: ?C?mo se dice Amarillo en Nasa Yuwe? AVI: Se dice Tçxkiy.,DLG-00084,dialogo,colores,True,True,True
pedagogical_dialogue,DLG-00109,Quiero practicar un dialogo para aprender cuerpo_humano,Estudiante: ?C?mo se dice Seno en Nasa Yuwe? AVI: Se dice Çxu'çx.,DLG-00102,dialogo,cuerpo_humano,True,True,True
pedagogical_dialogue,DLG-00119,Quiero practicar un dialogo para aprender cuerpo_humano,Estudiante: ?C?mo se dice Mano en Nasa Yuwe? AVI: Se dice Kuse.,DLG-00102,dialogo,cuerpo_humano,True,True,True
pedagogical_dialogue,DLG-00129,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice la barbacoa (cama hecha de palos) en Nasa Yuwe? AVI: Se dice atũ.,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00139,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice la papa en Nasa Yuwe? AVI: Se dice ca’ga.,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00149,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice quemar repetidas veces en Nasa Yuwe? AVI: Se dice cambuumbu-(cambu´mbu-).,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00159,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice (especie de árbol) en Nasa Yuwe? AVI: Se dice chictu’j.,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00169,Quiero practicar un dialogo para aprender diccionario_general,"Estudiante: ?C?mo se dice bailar en Nasa Yuwe? AVI: Se dice cu’j-, cu’ju-.",DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00179,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice arco de noche en Nasa Yuwe? AVI: Se dice cytũus chijme.,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00189,Quiero practicar un dialogo para aprender diccionario_general,Estudiante: ?C?mo se dice apagar en Nasa Yuwe? AVI: Se dice fĩchja-.,DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00199,Quiero practicar un dialogo para aprender diccionario_general,"Estudiante: ?C?mo se dice lejos, largo, alto en Nasa Yuwe? AVI: Se dice jyu’j.",DLG-00166,dialogo,diccionario_general,True,True,True
pedagogical_dialogue,DLG-00209,Quiero practicar un dialogo para aprender frutas_verduras,Estudiante: ?C?mo se dice Uva silvestre en Nasa Yuwe? AVI: Se dice Tlxi'ja.,DLG-00210,dialogo,frutas_verduras,True,True,True
pedagogical_dialogue,DLG-00219,Quiero practicar un dialogo para aprender frutas_verduras,Estudiante: ?C?mo se dice Pina en Nasa Yuwe? AVI: Se dice Çxahu.,DLG-00210,dialogo,frutas_verduras,True,True,True
pedagogical_dialogue,DLG-00229,Quiero practicar un dialogo para aprender frutas_verduras,Estudiante: ?C?mo se dice Naranja en Nasa Yuwe? AVI: Se dice Lxima.,DLG-00210,dialogo,frutas_verduras,True,True,True
pedagogical_dialogue,DLG-00239,Quiero practicar un dialogo para aprender herramientas,Estudiante: ?C?mo se dice Azadon en Nasa Yuwe? AVI: Se dice Çaam pçxuuk.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00249,Quiero practicar un dialogo para aprender herramientas,Estudiante: ?C?mo se dice Machete en Nasa Yuwe? AVI: Se dice Çxilx wala.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00259,Quiero practicar un dialogo para aprender muebles_inmuebles,Estudiante: ?C?mo se dice Cama en Nasa Yuwe? AVI: Se dice Atüu.,DLG-00258,dialogo,muebles_inmuebles,True,True,True
pedagogical_dialogue,DLG-00269,Quiero practicar un dialogo para aprender muebles_inmuebles,Estudiante: ?C?mo se dice Silla en Nasa Yuwe? AVI: Se dice Pagu.,DLG-00258,dialogo,muebles_inmuebles,True,True,True
pedagogical_dialogue,DLG-00279,Quiero practicar un dialogo para aprender muebles_inmuebles,Estudiante: ?C?mo se dice Puente en Nasa Yuwe? AVI: Se dice Weh.,DLG-00258,dialogo,muebles_inmuebles,True,True,True
pedagogical_dialogue,DLG-00289,Quiero practicar un dialogo para aprender nombres_propios,Estudiante: ?C?mo se dice Josefa en Nasa Yuwe? AVI: Se dice Ksepa.,DLG-00282,dialogo,nombres_propios,True,True,True
pedagogical_dialogue,DLG-00299,Quiero practicar un dialogo para aprender nombres_propios,Estudiante: ?C?mo se dice Maria en Nasa Yuwe? AVI: Se dice Mlxilx.,DLG-00282,dialogo,nombres_propios,True,True,True
pedagogical_dialogue,DLG-00309,Quiero practicar un dialogo para aprender numeros,Estudiante: ?C?mo se dice Dos en Nasa Yuwe? AVI: Se dice E'z.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00319,Quiero practicar un dialogo para aprender numeros,Estudiante: ?C?mo se dice Siete en Nasa Yuwe? AVI: Se dice Sa't.,DLG-00166,dialogo,diccionario_general,True,False,True
pedagogical_dialogue,DLG-00329,Quiero practicar un dialogo para aprender parentescos,Estudiante: ?C?mo se dice Hermana en Nasa Yuwe? AVI: Se dice Be'sx.,DLG-00330,dialogo,parentescos,True,True,True
pedagogical_dialogue,DLG-00339,Quiero practicar un dialogo para aprender parentescos,Estudiante: ?C?mo se dice Abuela en Nasa Yuwe? AVI: Se dice Lula.,DLG-00330,dialogo,parentescos,True,True,True
pedagogical_dialogue,DLG-00349,Quiero practicar un dialogo para aprender parentescos,Estudiante: ?C?mo se dice Mama en Nasa Yuwe? AVI: Se dice Uma.,DLG-00330,dialogo,parentescos,True,True,True
pedagogical_dialogue,DLG-00359,Quiero practicar un dialogo para aprender plantas_medicinales,Estudiante: ?C?mo se dice Yerba mora en Nasa Yuwe? AVI: Se dice Eçx äwä ziç.,DLG-00354,dialogo,plantas_medicinales,True,True,True
