id,record_type,nasa_yuwe,nasa_yuwe_norm,espanol,espanol_norm,categoria,subcategoria,tipo_entrada,source_kind,fuente_url,fuente_nombre,estado_validacion,nivel_confianza,quality_flag,licencia_uso,fecha_extraccion,intencion,split,notas
LEXR-01566,lexico,"wats-, watsu-","wats-, watsu-",rozar,rozar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3556,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01567,lexico,we’wesa,we'wesa,que habla,que habla,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3655,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01568,lexico,wecha caaj-,wecha caaj-,mandar saludos,mandar saludos,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3597,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01569,lexico,"wuw-, wuwu-","wuw-, wuwu-",escarbar,escarbar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3683,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01570,lexico,wãcã,wãcã,cangrejo,cangrejo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=33,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01571,lexico,"ya’cysus-, ya’cysusu-","ya'cysus-, ya'cysusu-",ser nombrado,ser nombrado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3751,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb reflexive
LEXR-01572,lexico,ya’wecha-,ya'wecha-,llamarse,llamarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3781,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01573,lexico,yaja-,yaja-,"amargar, ponerse amargo","amargar, ponerse amargo",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3705,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01574,lexico,yuwe ptsuu-,yuwe ptsuu-,terminar un asunto,terminar un asunto,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3858,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01575,lexico,ãtsã’,ãtsã',enfermo,enfermo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=275,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01576,lexico,ĩcywe’we-,ĩcywe'we-,"regañar, censurar","regañar, censurar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1454,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01577,lexico,"ĩish-, ĩishi-","ĩish-, ĩishi-",envejecerse (hombre o cosa),envejecerse (hombre o cosa),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1486,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01578,lexico,ũ’shic,ũ'shic,glotón,glotón,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3454,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01579,lexico,-ju,-ju,con,con,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1537,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sufijo instrumental
LEXR-01580,lexico,andtende-,andtende-,desenvolver,desenvolver,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=156,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb transitive
LEXR-01581,lexico,atjni,atjni,vestido,vestido,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=195,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=past participle
LEXR-01582,lexico,atscue-,atscue-,"desplomarse, tambalear","desplomarse, tambalear",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=211,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01583,lexico,atyj,atyj,"la ruana, el anaco","la ruana, el anaco",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=200,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01584,lexico,atyj pets,atyj pets,ruana o anaco delgado,ruana o anaco delgado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=203,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01585,lexico,byuu bee altal,byuu bee altal,altar dorado,altar dorado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3526,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01586,lexico,"caatwaca’j-, caatwaca’ja-","caatwaca'j-, caatwaca'ja-",hacer cortar (palo),hacer cortar (palo),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=549,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01587,lexico,"caañiishi’j-, caañiishi’ji-(cniishi’j-)","caañiishi'j-, caañiishi'ji-(cniishi'j-)",hacer engordar,hacer engordar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=493,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01588,lexico,capla,capla,cabra,cabra,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=36,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01589,lexico,catyji-,catyji-,mejorarse (de una enfermedad),mejorarse (de una enfermedad),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=415,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01590,lexico,chijme yuu-,chijme yuu-,ponerse pálido,ponerse pálido,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1044,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb intransitive
LEXR-01591,lexico,claatyi,claatyi,el carate (especie de sarna),el carate (especie de sarna),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=688,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01592,lexico,csemba,csemba,diez,diez,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=777,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01593,lexico,"cuch sus-, cuch susu-","cuch sus-, cuch susu-","molestar (un ruido), hacer bulla","molestar (un ruido), hacer bulla",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=805,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01594,lexico,cuse njĩ’j,cuse njĩ'j,el pulgar,el pulgar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=859,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01595,lexico,"cuuta’j-, cuuta’ja-","cuuta'j-, cuuta'ja-",hartarse,hartarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=923,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01596,lexico,"cuutsje’j-, cuutsje’je-","cuutsje'j-, cuutsje'je-","dejar tocar, permitir tocar","dejar tocar, permitir tocar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=925,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01597,lexico,fitse-,fitse-,"espesarse, ponerse espeso","espesarse, ponerse espeso",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1271,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01598,lexico,iica’ca-,iica'ca-,"golpear (repetidas veces), aglomerarse","golpear (repetidas veces), aglomerarse",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1393,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01599,lexico,inz,inz,orín,orín,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1359,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01600,lexico,jyumbamée,jyumbamée,"acertadamente, sin equivocarse","acertadamente, sin equivocarse",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1620,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=adverbio
LEXR-01601,lexico,mushclé,mushclé,el huarango (árbol),el huarango (árbol),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1851,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01602,lexico,mẽpa,mẽpa,¡Dispare!,¡dispare!,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1805,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=imperative
LEXR-01603,lexico,nmi’,nmi',"el esposo, marido","el esposo, marido",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1963,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01604,lexico,nuycase-,nuycase-,aliviar,aliviar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2005,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01605,lexico,nuypusu-,nuypusu-,permitir fermentar,permitir fermentar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2025,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01606,lexico,nyafytewe’sh,nyafytewe'sh,"el primero, los primeros","el primero, los primeros",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2056,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01607,lexico,pe’late-,pe'late-,hacerse pedazos,hacerse pedazos,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2310,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01608,lexico,"peevisha’j-, peevisha’ja-","peevisha'j-, peevisha'ja-",rehusar dar o gastar (repetidas veces),rehusar dar o gastar (repetidas veces),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2353,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01609,lexico,pi’cy yat,pi'cy yat,la casa de la minga,la casa de la minga,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2400,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01610,lexico,piisháa tjengsa,piisháa tjengsa,el pastor de ovejas,el pastor de ovejas,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2410,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01611,lexico,pitscuẽ,pitscuẽ,el muchaco,el muchaco,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2391,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01612,lexico,pland ej,pland ej,platanal,platanal,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2433,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01613,lexico,"preesu’ji-, preesu’ju-","preesu'ji-, preesu'ju-","tomar preso, aprisionar","tomar preso, aprisionar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2451,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01614,lexico,"puuty uy-, puuty uyúu-","puuty uy-, puuty uyúu-",encontrarse con otro,encontrarse con otro,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2557,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01615,lexico,pwel,pwel,mafafa (planta comestible),mafafa (planta comestible),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2580,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01616,lexico,sec shi’ndy-,sec shi'ndy-,haber eclipse de sol,haber eclipse de sol,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2716,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01617,lexico,shamb,shamb,el ombligo,el ombligo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2829,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01618,lexico,shambsá,shambsá,habitante del pueblo,habitante del pueblo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2831,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01619,lexico,shuuna’ nvijt-,shuuna' nvijt-,"callar, hacer callar","callar, hacer callar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2917,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01620,lexico,shũcy,shũcy,molleja,molleja,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2920,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01621,lexico,tuca ĩts,tuca ĩts,calabazo (en forma embudo),calabazo (en forma embudo),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3081,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01622,lexico,"tucja-, tucjáa-","tucja-, tucjáa-",supurar,supurar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3084,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01623,lexico,tumb luuch,tumb luuch,pichón (ave),pichón (ave),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3105,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01624,lexico,tuw,tuw,corto,corto,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3142,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01625,lexico,tũu,tũu,la borrachera,la borrachera,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3161,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01626,lexico,"ucje’j-, ucje’je-","ucje'j-, ucje'je-","culpar, juzgar","culpar, juzgar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3283,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01627,lexico,uja’ja-,uja'ja-,sembrar (diversas semillas),sembrar (diversas semillas),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3291,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01628,lexico,vite quiwejuwe’sh,vite quiwejuwe'sh,"el extranjero, forastero","el extranjero, forastero",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3500,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01629,lexico,vyuu mush,vyuu mush,monedas fraccionarias,monedas fraccionarias,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1849,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01630,lexico,"wãyãy, wẽyĩy","wãyãy, wẽyĩy",comadreja,comadreja,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=55,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01631,lexico,yajcy,yajcy,la trampa (con soga),la trampa (con soga),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3706,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01632,lexico,yat punza,yat punza,rincón de la casa,rincón de la casa,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3732,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01633,lexico,yuwe ũssa,yuwe ũssa,"que presenta queja, demanda","que presenta queja, demanda",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3864,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01634,lexico,"ziyaj-, ziyaji-","ziyaj-, ziyaji-",chirriar,chirriar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3938,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01635,lexico,ñusha beca,ñusha beca,"el guarapo, chicha de caña de azúcar","el guarapo, chicha de caña de azúcar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2093,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01636,lexico,ñusha jypa’gasa,ñusha jypa'gasa,el que recibe cañaen el trapiche,el que recibe cañaen el trapiche,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2096,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01637,lexico,ũtj,ũtj,batata,batata,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=79,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01638,lexico,"ũytas, ũytjasu-","ũytas, ũytjasu-",esperar,esperar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3432,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01639,lexico,ẽeũy,ẽeũy,de un lado a otro,de un lado a otro,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1243,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=locative adverb
LEXR-01640,lexico,a’mbate-,a'mbate-,desarraigarse,desarraigarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=242,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb intransitive
LEXR-01641,lexico,acy,acy,macana,macana,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=124,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01642,lexico,atall cjas,atall cjas,la pluma (de gallina),la pluma (de gallina),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=183,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01643,lexico,atresesa,atresesa,el enemigo,el enemigo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=214,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01644,lexico,buts,buts,la larva,la larva,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=351,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01645,lexico,"caacambu’j’, caacambu’ju-","caacambu'j', caacambu'ju-",hacer quemar,hacer quemar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=449,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01646,lexico,"caachji’j-, caachi’ji-","caachji'j-, caachi'ji-",hacer sentarse,hacer sentarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=465,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01647,lexico,"caanuqui’j-, caanuqui’ji-","caanuqui'j-, caanuqui'ji-",pegar con goma,pegar con goma,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=489,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01648,lexico,"caapeswe’j-, caapeswe’je-","caapeswe'j-, caapeswe'je-",dejar robar,dejar robar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=506,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01649,lexico,canzh yuusa,canzh yuusa,adúltero/a,adúltero/a,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=398,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01650,lexico,"cats-, catsu-","cats-, catsu-","coser, costurar","coser, costurar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=416,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb transitive
LEXR-01651,lexico,catstende’,catstende',descoser (varias costuras),descoser (varias costuras),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=418,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb transitive
LEXR-01652,lexico,chamba,chamba,la zanja,la zanja,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1013,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01653,lexico,chavy tjacue fytũ,chavy tjacue fytũ,cerote (árbol),cerote (árbol),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1022,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01654,lexico,"chimby-, chimbíi-","chimby-, chimbíi-",podrir,podrir,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1048,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01655,lexico,"cjã’-, cjã’a-","cjã'-, cjã'a-",abrigarse,abrigarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=634,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
